id,Country,village_name,Y_deg,X_deg,Pop,elec_rate,demand_kwh,dist_to_grid,SubstationDist,RoadDist,GHI,GridCellArea,Elevation
12821,Benin,Location #6753,10.482933,0.857419,134,0.3880597014925373,4118.66,44.611906192004135,65.52176381670621,1.927783,1998,43432.169,191.0
1532,Benin,Kpinnou,6.599538,1.756103,59,0.3898305084745763,1979.7600000000002,2.199781805080404,7.931177861386706,1.346953,1720,8254.909,14.0
8787,Benin,Wondou,9.571833,2.992499,121,0.3884297520661157,4354.815,14.884009682444335,23.516766535290923,3.720715,1919,64392.15,382.0
16683,Benin,Malanville,11.637778,3.456726,376,0.3882978723404255,11563.93,17.901124131258154,25.667358283761306,3.020004,2078,195597.23,214.0
11924,Benin,Kouandé,10.381619,1.796218,36,0.3888888888888889,1108.87,46.361474958418434,46.68176465569716,9.447331,2025,41134.067,385.0
5802,Benin,Location #11322,7.697533,2.696942,67,0.3880597014925373,2059.33,4.586404473436095,58.28277488292864,5.5825,1732,15271.546,211.0
12421,Benin,Location #12026,10.30736,1.09711,62,0.3870967741935484,1900.92,28.231697428801404,33.96822963290184,2.24403,1984,47454.09,227.0
7663,Benin,Pénélan,9.254305,1.475437,57,0.38596491228070173,1742.51,25.750202668026244,48.8322369259851,3.724863,1954,9998.402,411.0
1097,Benin,Ahouango,6.675896,2.037326,54,0.3888888888888889,1663.305,0.29274073399701817,1.2210838689331152,0.399682,1718,9639.413,23.0
4035,Benin,Aplahoué,7.029383,1.729152,425,0.38823529411764707,13542.96,5.376018215022071,7.9771188795256744,2.305051,1781,87155.532,220.0
11515,Benin,Péhunco,10.243539,2.009228,80,0.3875,2455.355,61.27068708731414,41.29721442180852,0.972726,2021,20605.097,378.0
15005,Benin,Location #11997,11.117293,2.381329,62,0.3870967741935484,1900.92,20.71169333385462,19.889064512810666,10.882881,2057,13457.32,290.0
