id;X_deg;Y_deg;Pop2040;Households;Tier;TotalEnergyPerCell;FinalElecCode2040;MinimumOverallLCOE2040;Least_Cost_Option
14305;1.1236;10.7083;147.0141;25.2000;4;23610.4578;3.0000;0.4197;Solar Home System (SHS)
1399;1.7538;6.5734;448.0428;76.8000;4;71955.6809;1.0000;0.1000;Grid Extension
12172;0.8344;10.4108;168.0161;28.8000;4;26983.3803;3.0000;0.4258;Solar Home System (SHS)
5732;1.6653;7.6524;159.8486;27.4000;4;25671.6882;3.0000;0.4630;Solar Home System (SHS)
7705;2.5832;9.2639;51.3382;8.8000;4;8244.9218;3.0000;0.4476;Solar Home System (SHS)
10857;1.8694;10.1543;63.0060;10.8000;4;10118.7676;3.0000;0.4218;Solar Home System (SHS)
4813;2.6488;7.1917;631.2270;108.2000;4;101375.0609;1.0000;0.1000;Grid Extension
775;2.1385;6.5247;770.0736;132.0000;4;123673.8266;5.0000;0.3246;Mini-grid
9964;2.7175;6.8990;144.6805;24.8000;4;23235.6886;3.0000;0.4990;Solar Home System (SHS)
1693;2.2470;6.6384;114.3443;19.6000;4;18363.6894;1.0000;0.0100;Grid Extension
15698;2.5823;11.2211;66.5064;11.4000;4;10680.9214;3.0000;0.4110;Solar Home System (SHS)
5971;1.9227;7.6420;53.6718;9.2000;4;8619.6909;3.0000;0.4715;Solar Home System (SHS)
16509;2.4671;11.5369;84.0080;14.4000;4;13491.6902;3.0000;0.4078;Solar Home System (SHS)
398;2.6988;6.4185;149.3476;25.6000;4;23985.2270;1.0000;0.1000;Grid Extension
10676;3.1953;10.0869;60.6725;10.4000;4;9743.9985;3.0000;0.4241;Solar Home System (SHS)
1356;2.5373;6.5261;12350.3477;2117.0000;4;1983465.8397;1.0000;0.1000;Grid Extension
11709;0.8802;10.3633;156.3483;26.8000;4;25109.5345;3.0000;0.4256;Solar Home System (SHS)
17132;2.8657;9.9389;135.3463;23.2000;4;21736.6119;3.0000;0.4297;Solar Home System (SHS)
7327;2.7534;9.0715;192.5184;33.0000;4;30918.4566;3.0000;0.4588;Solar Home System (SHS)
11855;3.0249;10.3997;108.5104;18.6000;4;17426.7665;3.0000;0.4218;Solar Home System (SHS)
8795;1.8166;9.5679;3021.9556;518.0000;4;485326.0770;1.0000;0.1000;Grid Extension
1541;2.5676;6.6044;198.3523;34.0000;4;31855.3796;1.0000;0.1000;Grid Extension
11278;3.4821;10.2692;165.6825;28.4000;4;26608.6112;3.0000;0.4218;Solar Home System (SHS)
2716;1.7176;6.8057;829.5793;142.2000;4;133230.4404;5.0000;0.2696;Mini-grid
12300;2.3966;10.3699;10262.9814;1759.2000;4;1648234.8159;5.0000;0.2824;Mini-grid
6571;2.7096;8.0524;2781.5993;476.8000;4;446724.8523;1.0000;0.1000;Grid Extension
3086;1.9197;6.7130;68.8399;11.8000;4;11055.6906;3.0000;0.4964;Solar Home System (SHS)
16178;2.8349;11.1576;66.5064;11.4000;4;10680.9214;1.0000;0.0100;Grid Extension
6696;1.9576;8.1577;2354.5585;403.6000;4;378142.0940;5.0000;0.3362;Mini-grid
783;1.6181;6.6262;1639.3234;281.0000;4;263275.3429;1.0000;0.1000;Grid Extension
10581;1.2254;10.0941;66.5064;11.4000;4;10680.9214;3.0000;0.4271;Solar Home System (SHS)
13389;2.6765;10.6847;47.8379;8.2000;4;7682.7680;3.0000;0.4150;Solar Home System (SHS)
5849;1.7426;7.7120;207.6865;35.6000;4;33354.4563;3.0000;0.4638;Solar Home System (SHS)
15357;2.4533;11.2138;78.1741;13.4000;4;12554.7672;3.0000;0.4100;Solar Home System (SHS)
5768;2.3903;7.6781;63.0060;10.8000;4;10118.7676;3.0000;0.4817;Solar Home System (SHS)
15366;2.9537;11.2093;72.3403;12.4000;4;11617.8443;3.0000;0.4110;Solar Home System (SHS)
360;2.0445;6.3745;135.3463;23.2000;4;21736.6119;3.0000;0.4684;Solar Home System (SHS)
4840;2.5993;7.1944;469.0449;80.4000;4;75328.6035;1.0000;0.1000;Grid Extension
12154;0.9866;10.4344;53.6718;9.2000;4;8619.6909;3.0000;0.4254;Solar Home System (SHS)
341;2.0933;6.4422;68.8399;11.8000;4;11055.6906;3.0000;0.4850;Solar Home System (SHS)
8885;2.5763;9.7129;68.8399;11.8000;4;11055.6906;3.0000;0.4370;Solar Home System (SHS)
9814;1.6068;9.6676;2796.7674;479.4000;4;449160.8519;1.0000;0.1000;Grid Extension
11290;0.8915;10.2998;95.6758;16.4000;4;15365.5360;3.0000;0.4276;Solar Home System (SHS)
12710;1.9801;10.4620;78.1741;13.4000;4;12554.7672;3.0000;0.4183;Solar Home System (SHS)
4903;2.1694;7.2197;406.0388;69.6000;4;65209.8358;5.0000;0.2709;Mini-grid
1918;1.9954;6.7921;465.5445;79.8000;4;74766.4497;5.0000;0.2637;Mini-grid
10568;1.6549;10.0673;105.0100;18.0000;4;16864.6127;3.0000;0.4216;Solar Home System (SHS)
2247;2.4729;6.7499;1124.7742;192.8000;4;180638.7406;5.0000;0.2719;Mini-grid
10448;3.2142;10.0319;676.7314;116.0000;4;108683.0597;5.0000;0.2644;Mini-grid
9626;3.0868;9.9247;1206.4487;206.8000;4;193755.6616;5.0000;0.3521;Mini-grid
965;1.7410;6.7008;1416.4688;242.8000;4;227484.8870;5.0000;0.2660;Mini-grid
16158;2.8847;11.2846;53.6718;9.2000;4;8619.6909;3.0000;0.4116;Solar Home System (SHS)
4192;2.3841;7.0055;2216.8787;380.0000;4;356030.7128;5.0000;0.2776;Mini-grid
9205;2.4280;9.7661;150.5144;25.8000;4;24172.6116;3.0000;0.4350;Solar Home System (SHS)
7855;2.4426;8.4935;87.5084;15.0000;4;14053.8439;3.0000;0.4700;Solar Home System (SHS)
4710;1.8808;7.3244;565.8874;97.0000;4;90881.5241;5.0000;0.2527;Mini-grid
2175;2.2059;6.7534;270.6926;46.4000;4;43473.2239;3.0000;0.4946;Solar Home System (SHS)
6460;2.2134;7.8726;10569.8441;1811.8000;4;1697516.9619;1.0000;0.1000;Grid Extension
15498;3.0040;11.2421;117.8446;20.2000;4;18925.8432;1.0000;0.0100;Grid Extension
412;2.6720;6.4188;141.1802;24.2000;4;22673.5349;3.0000;0.4828;Solar Home System (SHS)
7247;1.9844;9.0313;131.8459;22.6000;4;21174.4582;3.0000;0.4476;Solar Home System (SHS)
16020;2.6929;11.3846;63.0060;10.8000;4;10118.7676;3.0000;0.4098;Solar Home System (SHS)
1596;2.7190;6.6184;7141.8496;1224.2000;4;1146981.0491;5.0000;0.3428;Mini-grid
11763;0.8598;10.3462;201.8526;34.6000;4;32417.5333;3.0000;0.4258;Solar Home System (SHS)
9920;2.4434;6.9151;68.8399;11.8000;4;11055.6906;3.0000;0.4958;Solar Home System (SHS)
9361;1.5505;9.8563;217.0208;37.2000;4;34853.5329;1.0000;0.1000;Grid Extension
7101;2.6303;8.8027;60.6725;10.4000;4;9743.9985;3.0000;0.4635;Solar Home System (SHS)
12751;1.5851;10.4904;322.0308;55.2000;4;51718.1457;3.0000;0.4177;Solar Home System (SHS)
13168;1.4324;10.6059;84.0080;14.4000;4;13491.6902;3.0000;0.4204;Solar Home System (SHS)
11680;3.3891;10.3612;288.1942;49.4000;4;46283.9927;3.0000;0.4210;Solar Home System (SHS)
8001;1.7782;9.3059;74.6738;12.8000;4;11992.6135;3.0000;0.4370;Solar Home System (SHS)
835;2.6518;6.6842;162.1822;27.8000;4;26046.4574;3.0000;0.5013;Solar Home System (SHS)
6085;1.8450;7.3594;72.3403;12.4000;4;11617.8443;3.0000;0.4755;Solar Home System (SHS)
16025;2.6383;11.3856;168.0161;28.8000;4;26983.3803;3.0000;0.4094;Solar Home System (SHS)
7538;2.5366;9.1900;39.6705;6.8000;4;6371.0759;3.0000;0.4505;Solar Home System (SHS)
2135;1.8155;6.7653;108.5104;18.6000;4;17426.7665;3.0000;0.4881;Solar Home System (SHS)
4158;1.7031;7.0002;84.0080;14.4000;4;13491.6902;3.0000;0.4774;Solar Home System (SHS)
16021;2.4228;11.3855;68.8399;11.8000;4;11055.6906;3.0000;0.4088;Solar Home System (SHS)
13655;0.8900;10.7270;81.6745;14.0000;4;13116.9210;3.0000;0.4208;Solar Home System (SHS)
6166;1.7074;7.1029;114.3443;19.6000;4;18363.6894;3.0000;0.4774;Solar Home System (SHS)
15338;2.3688;11.1977;89.8419;15.4000;4;14428.6131;3.0000;0.4102;Solar Home System (SHS)
14202;0.9678;10.8475;141.1802;24.2000;4;22673.5349;3.0000;0.4183;Solar Home System (SHS)
6541;2.3146;8.1022;126.0121;21.6000;4;20237.5353;3.0000;0.4742;Solar Home System (SHS)
11275;1.1863;10.2400;53.6718;9.2000;4;8619.6909;3.0000;0.4278;Solar Home System (SHS)
6574;2.5435;8.0525;63.0060;10.8000;4;10118.7676;3.0000;0.4803;Solar Home System (SHS)
14752;2.7986;10.9966;89.8419;15.4000;4;14428.6131;3.0000;0.4118;Solar Home System (SHS)
6265;2.2789;7.8160;162.1822;27.8000;4;26046.4574;3.0000;0.4758;Solar Home System (SHS)
5671;2.2164;7.6229;432.8747;74.2000;4;69519.6813;1.0000;0.1000;Grid Extension
13406;1.3500;10.6630;766.5733;131.4000;4;123111.6728;5.0000;0.2406;Mini-grid
16534;3.5203;11.5566;51.3382;8.8000;4;8244.9218;3.0000;0.4082;Solar Home System (SHS)
5297;2.7350;7.4160;15716.5029;2694.0000;4;2524070.3694;1.0000;0.1000;Grid Extension
15212;2.7935;11.0520;63.0060;10.8000;4;10118.7676;3.0000;0.4112;Solar Home System (SHS)
3686;2.5620;6.9668;162.1822;27.8000;4;26046.4574;3.0000;0.4975;Solar Home System (SHS)
1666;1.9337;6.6308;589.2230;101.0000;4;94629.2158;1.0000;0.1000;Grid Extension
9165;1.5808;9.7797;270.6926;46.4000;4;43473.2239;1.0000;0.1000;Grid Extension
7274;1.9564;8.9905;39.6705;6.8000;4;6371.0759;3.0000;0.4483;Solar Home System (SHS)
13599;1.0174;10.7130;135.3463;23.2000;4;21736.6119;3.0000;0.4206;Solar Home System (SHS)
1505;1.6635;6.6004;1443.3047;247.4000;4;231794.7325;5.0000;0.2723;Mini-grid
13452;1.0992;10.6360;72.3403;12.4000;4;11617.8443;3.0000;0.4206;Solar Home System (SHS)
4943;1.7165;7.2266;983.5941;168.6000;4;157965.2057;1.0000;0.1000;Grid Extension
12128;1.0265;10.4284;87.5084;15.0000;4;14053.8439;3.0000;0.4237;Solar Home System (SHS)
4064;1.8652;7.0339;442.2090;75.8000;4;71018.7580;1.0000;0.0100;Grid Extension
2398;1.6848;6.8608;78.1741;13.4000;4;12554.7672;1.0000;0.0100;Grid Extension
1703;1.6342;6.6515;409.5392;70.2000;4;65771.9896;1.0000;0.1000;Grid Extension
12989;0.9031;10.5350;45.5044;7.8000;4;7307.9988;3.0000;0.4235;Solar Home System (SHS)
6125;2.4092;7.0952;1491.1426;255.6000;4;239477.5005;5.0000;0.2653;Mini-grid
4909;1.8273;7.2504;60.6725;10.4000;4;9743.9985;3.0000;0.4801;Solar Home System (SHS)
2244;1.9130;6.7492;243.8567;41.8000;4;39163.3784;1.0000;0.0100;Grid Extension
8119;2.5718;9.4250;261.3583;44.8000;4;41974.1472;3.0000;0.4444;Solar Home System (SHS)
10582;1.4098;10.0961;78.1741;13.4000;4;12554.7672;3.0000;0.4258;Solar Home System (SHS)
16752;3.3218;11.6656;60.6725;10.4000;4;9743.9985;3.0000;0.4092;Solar Home System (SHS)
12840;1.0510;10.4844;74.6738;12.8000;4;11992.6135;3.0000;0.4227;Solar Home System (SHS)
8271;2.4355;9.3892;36.1701;6.2000;4;5808.9222;3.0000;0.4453;Solar Home System (SHS)
8273;1.4986;9.3985;68.8399;11.8000;4;11055.6906;3.0000;0.4313;Solar Home System (SHS)
7617;2.2587;9.2017;1645.1573;282.0000;4;264212.2658;1.0000;0.1000;Grid Extension
1015;2.3713;6.6651;39.6705;6.8000;4;6371.0759;3.0000;0.5031;Solar Home System (SHS)
12205;0.9836;10.4160;375.7026;64.4000;4;60337.8366;3.0000;0.4263;Solar Home System (SHS)
15550;2.5390;11.2624;30.3362;5.2000;4;4871.9992;1.0000;0.0100;Grid Extension
5880;2.0041;7.7389;68.8399;11.8000;4;11055.6906;3.0000;0.4728;Solar Home System (SHS)
4775;1.8069;7.2660;57.1721;9.8000;4;9181.8447;3.0000;0.4790;Solar Home System (SHS)
2280;2.5104;6.7673;89.8419;15.4000;4;14428.6131;3.0000;0.5002;Solar Home System (SHS)
4755;2.1589;7.3018;749.0716;128.4000;4;120300.9040;5.0000;0.2610;Mini-grid
4500;2.5162;7.1337;207.6865;35.6000;4;33354.4563;3.0000;0.4929;Solar Home System (SHS)
2082;1.8843;6.7599;72.3403;12.4000;4;11617.8443;1.0000;0.0100;Grid Extension
4532;2.0797;7.1396;120.1782;20.6000;4;19300.6123;3.0000;0.4825;Solar Home System (SHS)
7413;1.7908;9.1226;32.6698;5.6000;4;5246.7684;3.0000;0.4416;Solar Home System (SHS)
13698;2.0044;10.7501;102.6765;17.6000;4;16489.8435;3.0000;0.4160;Solar Home System (SHS)
1884;1.6020;6.8069;68.8399;11.8000;4;11055.6906;3.0000;0.4836;Solar Home System (SHS)
6956;1.8293;8.6081;60.6725;10.4000;4;9743.9985;3.0000;0.4558;Solar Home System (SHS)
14398;2.2091;10.9598;228.6885;39.2000;4;36727.3788;3.0000;0.4132;Solar Home System (SHS)
15748;2.8535;11.2993;42.0040;7.2000;4;6745.8451;3.0000;0.4112;Solar Home System (SHS)
14824;2.8558;11.0799;177.3503;30.4000;4;28482.4570;3.0000;0.4110;Solar Home System (SHS)
7769;2.8305;9.2809;1744.3335;299.0000;4;280139.9556;5.0000;0.3374;Mini-grid
6480;1.9846;8.0008;68.8399;11.8000;4;11055.6906;3.0000;0.4674;Solar Home System (SHS)
16053;2.4079;11.4199;105.0100;18.0000;4;16864.6127;3.0000;0.4090;Solar Home System (SHS)
1150;2.7076;6.5487;110.8439;19.0000;4;17801.5356;3.0000;0.5031;Solar Home System (SHS)
11585;0.9964;10.2689;1641.6570;281.4000;4;263650.1121;5.0000;0.2975;Mini-grid
6625;2.1223;8.1189;640.5613;109.8000;4;102874.1376;5.0000;0.2626;Mini-grid
1705;1.6587;6.6423;1290.4567;221.2000;4;207247.3518;5.0000;0.2915;Mini-grid
3808;2.4148;7.0525;892.5854;153.0000;4;143349.2081;5.0000;0.2698;Mini-grid
16759;3.4405;11.6847;186.6845;32.0000;4;29981.5337;3.0000;0.4076;Solar Home System (SHS)
5625;1.9583;7.6079;87.5084;15.0000;4;14053.8439;3.0000;0.4736;Solar Home System (SHS)
1059;1.9734;6.6703;110.8439;19.0000;4;17801.5356;3.0000;0.4949;Solar Home System (SHS)
3816;2.0114;7.0542;751.4052;128.8000;4;120675.6732;5.0000;0.2597;Mini-grid
5541;2.7019;7.5597;72.3403;12.4000;4;11617.8443;3.0000;0.4898;Solar Home System (SHS)
15780;2.6658;11.3087;21.0020;3.6000;4;3372.9225;3.0000;0.4106;Solar Home System (SHS)
3066;2.5636;6.7112;60.6725;10.4000;4;9743.9985;1.0000;0.0100;Grid Extension
4489;2.3068;7.1333;171.5164;29.4000;4;27545.5341;3.0000;0.4864;Solar Home System (SHS)
4683;2.6291;7.2860;53.6718;9.2000;4;8619.6909;3.0000;0.4940;Solar Home System (SHS)
9463;3.1013;9.8466;114.3443;19.6000;4;18363.6894;3.0000;0.4304;Solar Home System (SHS)
12656;3.4421;10.1157;760.7394;130.4000;4;122174.7499;5.0000;0.2818;Mini-grid
12260;3.1979;10.3681;68.8399;11.8000;4;11055.6906;3.0000;0.4220;Solar Home System (SHS)
2321;2.3218;6.7714;623.0596;106.8000;4;100063.3688;5.0000;0.4900;Mini-grid
9034;3.1906;9.7577;87.5084;15.0000;4;14053.8439;3.0000;0.4319;Solar Home System (SHS)
2518;2.6395;6.8808;345.3664;59.2000;4;55465.8374;1.0000;0.1000;Grid Extension
3212;1.7546;6.7209;51.3382;8.8000;4;8244.9218;3.0000;0.4886;Solar Home System (SHS)
5116;2.0895;7.3917;81.6745;14.0000;4;13116.9210;3.0000;0.4812;Solar Home System (SHS)
17113;1.6180;9.9341;1376.7983;236.0000;4;221113.8111;5.0000;0.2772;Mini-grid
3326;2.7637;6.7344;57.1721;9.8000;4;9181.8447;3.0000;0.5034;Solar Home System (SHS)
1457;1.9482;6.5834;108.5104;18.6000;4;17426.7665;3.0000;0.4935;Solar Home System (SHS)
4663;2.1636;7.2962;63.0060;10.8000;4;10118.7676;3.0000;0.4806;Solar Home System (SHS)
5088;2.4242;7.3757;81.6745;14.0000;4;13116.9210;3.0000;0.4886;Solar Home System (SHS)
7208;2.4982;8.9761;5430.1859;930.8000;4;872087.8619;1.0000;0.1000;Grid Extension
16659;3.4977;11.6245;141.1802;24.2000;4;22673.5349;3.0000;0.4084;Solar Home System (SHS)
1367;1.7823;6.6343;327.8647;56.2000;4;52655.0686;5.0000;0.3024;Mini-grid
7352;3.0329;9.1032;57.1721;9.8000;4;9181.8447;3.0000;0.4570;Solar Home System (SHS)
15768;2.3655;11.3195;47.8379;8.2000;4;7682.7680;3.0000;0.4086;Solar Home System (SHS)
1475;2.7309;6.6040;781.7414;134.0000;4;125547.6724;1.0000;0.1000;Grid Extension
15330;2.5319;11.2030;39.6705;6.8000;4;6371.0759;3.0000;0.4114;Solar Home System (SHS)
8867;2.7315;9.7061;81.6745;14.0000;4;13116.9210;3.0000;0.4366;Solar Home System (SHS)
1882;1.7920;6.8007;64.1728;11.0000;4;10306.1522;1.0000;0.0100;Grid Extension
15772;2.2982;11.3197;24.5023;4.2000;4;3935.0763;3.0000;0.4098;Solar Home System (SHS)
447;1.9848;6.3927;514.5492;88.2000;4;82636.6023;5.0000;0.3003;Mini-grid
1253;2.0926;6.5344;84.0080;14.4000;4;13491.6902;3.0000;0.4940;Solar Home System (SHS)
16118;2.5495;11.3523;396.7046;68.0000;4;63710.7591;5.0000;0.2384;Mini-grid
3990;1.9365;7.0231;68.8399;11.8000;4;11055.6906;3.0000;0.4847;Solar Home System (SHS)
4511;2.5820;7.1355;68.8399;11.8000;4;11055.6906;3.0000;0.4946;Solar Home System (SHS)
16988;3.5509;11.6451;343.0328;58.8000;4;55091.0682;3.0000;0.4082;Solar Home System (SHS)
1117;2.2537;6.6786;701.2337;120.2000;4;112618.1360;1.0000;0.0100;Grid Extension
13828;1.0038;10.8027;72.3403;12.4000;4;11617.8443;3.0000;0.4179;Solar Home System (SHS)
8547;1.4763;9.5272;51.3382;8.8000;4;8244.9218;3.0000;0.4284;Solar Home System (SHS)
7734;2.8769;9.2833;66.5064;11.4000;4;10680.9214;3.0000;0.4529;Solar Home System (SHS)
7661;1.7568;9.2399;95.6758;16.4000;4;15365.5360;3.0000;0.4377;Solar Home System (SHS)
4756;2.2249;7.3064;57.1721;9.8000;4;9181.8447;3.0000;0.4839;Solar Home System (SHS)
7361;1.7822;9.1059;72.3403;12.4000;4;11617.8443;3.0000;0.4413;Solar Home System (SHS)
1787;2.3195;6.6552;150.5144;25.8000;4;24172.6116;3.0000;0.5025;Solar Home System (SHS)
7533;1.6205;9.1900;274.1929;47.0000;4;44035.3776;3.0000;0.4359;Solar Home System (SHS)
11937;1.1093;10.3827;81.6745;14.0000;4;13116.9210;3.0000;0.4265;Solar Home System (SHS)
8482;2.8046;9.5595;379.2029;65.0000;4;60899.9904;3.0000;0.4434;Solar Home System (SHS)
6147;2.7262;7.1012;962.5920;165.0000;4;154592.2832;5.0000;0.2811;Mini-grid
9084;2.0258;9.7492;537.8848;92.2000;4;86384.2940;5.0000;0.3144;Mini-grid
4931;2.4577;7.2551;522.7167;89.6000;4;83948.2944;5.0000;0.2605;Mini-grid
14331;2.0010;10.9482;60.6725;10.4000;4;9743.9985;3.0000;0.4142;Solar Home System (SHS)
16156;2.4008;11.2849;198.3523;34.0000;4;31855.3796;3.0000;0.4080;Solar Home System (SHS)
5161;2.6633;7.4087;120.1782;20.6000;4;19300.6123;1.0000;0.1000;Grid Extension
402;1.7990;6.4089;74.6738;12.8000;4;11992.6135;3.0000;0.4836;Solar Home System (SHS)
8681;1.9324;9.6302;396.7046;68.0000;4;63710.7591;5.0000;0.2515;Mini-grid
1970;2.2682;6.7798;89.8419;15.4000;4;14428.6131;3.0000;0.4978;Solar Home System (SHS)
17104;1.5468;9.9353;60.6725;10.4000;4;9743.9985;3.0000;0.4237;Solar Home System (SHS)
9277;3.3374;9.8171;171.5164;29.4000;4;27545.5341;3.0000;0.4284;Solar Home System (SHS)
1897;1.7512;6.7890;394.3710;67.6000;4;63335.9900;5.0000;0.2641;Mini-grid
6407;2.0173;7.9405;53.6718;9.2000;4;8619.6909;3.0000;0.4671;Solar Home System (SHS)
7277;1.9368;8.9917;36.1701;6.2000;4;5808.9222;3.0000;0.4476;Solar Home System (SHS)
10882;1.1381;10.1444;261.3583;44.8000;4;41974.1472;3.0000;0.4289;Solar Home System (SHS)
2195;2.3268;6.7559;72.3403;12.4000;4;11617.8443;3.0000;0.5005;Solar Home System (SHS)
2291;1.9235;6.7690;99.1762;17.0000;4;15927.6898;1.0000;0.0100;Grid Extension
11201;2.0522;10.2279;89.8419;15.4000;4;14428.6131;3.0000;0.4208;Solar Home System (SHS)
3858;2.2511;7.0870;217.0208;37.2000;4;34853.5329;3.0000;0.4856;Solar Home System (SHS)
15137;2.1893;11.1124;84.0080;14.4000;4;13491.6902;3.0000;0.4112;Solar Home System (SHS)
9459;1.6019;9.8462;243.8567;41.8000;4;39163.3784;3.0000;0.4241;Solar Home System (SHS)
12767;2.8006;10.4955;301.0288;51.6000;4;48345.2231;3.0000;0.4189;Solar Home System (SHS)
1401;2.0672;6.5756;238.0228;40.8000;4;38226.4555;3.0000;0.4923;Solar Home System (SHS)
6733;2.1692;8.2575;63.0060;10.8000;4;10118.7676;3.0000;0.4687;Solar Home System (SHS)
14000;0.9449;10.8607;60.6725;10.4000;4;9743.9985;3.0000;0.4187;Solar Home System (SHS)
7860;2.0253;8.4958;147.0141;25.2000;4;23610.4578;3.0000;0.4620;Solar Home System (SHS)
837;1.8309;6.6863;207.6865;35.6000;4;33354.4563;3.0000;0.4923;Solar Home System (SHS)
15701;2.7728;11.2229;131.8459;22.6000;4;21174.4582;3.0000;0.4112;Solar Home System (SHS)
1392;1.6698;6.5716;842.4139;144.4000;4;135291.6709;1.0000;0.1000;Grid Extension
8965;1.5514;9.6799;2487.5712;426.4000;4;399503.9367;1.0000;0.1000;Grid Extension
15621;2.2348;11.2733;51.3382;8.8000;4;8244.9218;3.0000;0.4094;Solar Home System (SHS)
4280;2.1474;7.1883;141.1802;24.2000;4;22673.5349;1.0000;0.1000;Grid Extension
15206;2.3893;11.1157;159.8486;27.4000;4;25671.6882;3.0000;0.4126;Solar Home System (SHS)
2748;2.7013;6.8082;99.1762;17.0000;4;15927.6898;3.0000;0.5019;Solar Home System (SHS)
14897;2.7931;11.0994;95.6758;16.4000;4;15365.5360;3.0000;0.4112;Solar Home System (SHS)
9157;1.6436;9.7795;39.6705;6.8000;4;6371.0759;3.0000;0.4254;Solar Home System (SHS)
7883;1.6532;9.3560;66.5064;11.4000;4;10680.9214;3.0000;0.4335;Solar Home System (SHS)
13440;1.1123;10.6310;983.5941;168.6000;4;157965.2057;5.0000;0.2844;Mini-grid
11658;2.6735;10.2278;24250.3190;4156.8000;4;3894601.2293;1.0000;0.1000;Grid Extension
1383;2.2692;6.6348;649.8955;111.4000;4;104373.2142;5.0000;0.3021;Mini-grid
15141;2.4728;11.1116;45.5044;7.8000;4;7307.9988;3.0000;0.4126;Solar Home System (SHS)
9479;1.5065;9.8508;463.2110;79.4000;4;74391.6805;5.0000;0.2645;Mini-grid
4117;1.9040;6.9955;192.5184;33.0000;4;30918.4566;3.0000;0.4812;Solar Home System (SHS)
9668;1.4257;9.9045;288.1942;49.4000;4;46283.9927;3.0000;0.4271;Solar Home System (SHS)
16627;2.5844;11.5798;156.3483;26.8000;4;25109.5345;3.0000;0.4084;Solar Home System (SHS)
16684;3.1893;11.6204;74.6738;12.8000;4;11992.6135;1.0000;0.0100;Grid Extension
12651;2.3849;10.1131;264.8587;45.4000;4;42536.3010;3.0000;0.4239;Solar Home System (SHS)
12311;1.3612;10.3706;406.0388;69.6000;4;65209.8358;1.0000;0.0100;Grid Extension
509;2.0784;6.4118;360.5345;61.8000;4;57901.8370;5.0000;0.3111;Mini-grid
6017;1.7762;7.3527;297.5285;51.0000;4;47783.0694;5.0000;0.2528;Mini-grid
1461;1.9239;6.5851;1031.4320;176.8000;4;165647.9738;5.0000;0.2932;Mini-grid
8834;2.7725;9.4870;105.0100;18.0000;4;16864.6127;3.0000;0.4446;Solar Home System (SHS)
1552;2.1255;6.6045;74.6738;12.8000;4;11992.6135;3.0000;0.4969;Solar Home System (SHS)
5655;2.6633;7.6044;210.0201;36.0000;4;33729.2254;3.0000;0.4889;Solar Home System (SHS)
8080;1.4521;9.3440;131.8459;22.6000;4;21174.4582;3.0000;0.4317;Solar Home System (SHS)
12422;2.9103;10.3073;68.8399;11.8000;4;11055.6906;3.0000;0.4222;Solar Home System (SHS)
14424;3.3953;10.9605;970.7595;166.4000;4;155903.9753;5.0000;0.2488;Mini-grid
11049;3.0827;10.2027;394.3710;67.6000;4;63335.9900;3.0000;0.4241;Solar Home System (SHS)
7232;1.7106;9.0307;74.6738;12.8000;4;11992.6135;3.0000;0.4416;Solar Home System (SHS)
11716;3.1197;10.3624;24.5023;4.2000;4;3935.0763;3.0000;0.4222;Solar Home System (SHS)
12644;2.6500;10.1123;99.1762;17.0000;4;15927.6898;3.0000;0.4243;Solar Home System (SHS)
6598;2.1323;8.1386;66.5064;11.4000;4;10680.9214;3.0000;0.4684;Solar Home System (SHS)
11199;2.9754;10.2275;53.6718;9.2000;4;8619.6909;3.0000;0.4250;Solar Home System (SHS)
3010;1.9878;6.8339;144.6805;24.8000;4;23235.6886;3.0000;0.4909;Solar Home System (SHS)
4869;2.2639;7.2031;95.6758;16.4000;4;15365.5360;3.0000;0.4833;Solar Home System (SHS)
750;2.0469;6.5174;53.6718;9.2000;4;8619.6909;3.0000;0.4875;Solar Home System (SHS)
11620;1.1723;10.2113;159.8486;27.4000;4;25671.6882;3.0000;0.4273;Solar Home System (SHS)
8201;2.5512;9.4584;201.8526;34.6000;4;32417.5333;3.0000;0.4432;Solar Home System (SHS)
12576;2.6218;10.3152;51.3382;8.8000;4;8244.9218;3.0000;0.4218;Solar Home System (SHS)
12884;1.0492;10.5160;135.3463;23.2000;4;21736.6119;3.0000;0.4220;Solar Home System (SHS)
6373;1.8733;7.8994;165.6825;28.4000;4;26608.6112;3.0000;0.4661;Solar Home System (SHS)
7882;2.5381;9.3544;68.8399;11.8000;4;11055.6906;1.0000;0.0100;Grid Extension
1269;1.9263;6.5363;135.3463;23.2000;4;21736.6119;3.0000;0.4915;Solar Home System (SHS)
5171;2.3496;7.4117;66.5064;11.4000;4;10680.9214;3.0000;0.4822;Solar Home System (SHS)
9969;1.7496;6.8942;68.8399;11.8000;4;11055.6906;3.0000;0.4809;Solar Home System (SHS)
7168;2.5407;8.7380;47.8379;8.2000;4;7682.7680;3.0000;0.4663;Solar Home System (SHS)
17105;1.3999;9.9358;66.5064;11.4000;4;10680.9214;3.0000;0.4269;Solar Home System (SHS)
185;2.0140;6.3586;78.1741;13.4000;4;12554.7672;3.0000;0.4663;Solar Home System (SHS)
13301;3.6390;10.6638;63.0060;10.8000;4;10118.7676;3.0000;0.4177;Solar Home System (SHS)
5837;2.3302;7.6694;78.1741;13.4000;4;12554.7672;3.0000;0.4812;Solar Home System (SHS)
5048;2.0343;7.2565;836.5800;143.4000;4;134354.7479;5.0000;0.2840;Mini-grid
