id;X_deg;Y_deg;Pop2040;Households;Tier;TotalEnergyPerCell;FinalElecCode2040;MinimumOverallLCOE2040;Least_Cost_Option
9698;3.1498;9.9099;68.8399;11.8000;4;11055.6906;3.0000;0.4286;Solar Home System (SHS)
12549;2.0176;10.3110;152.8479;26.2000;4;24547.3807;3.0000;0.4191;Solar Home System (SHS)
8347;1.4306;9.4189;74.6738;12.8000;4;11992.6135;3.0000;0.4319;Solar Home System (SHS)
9332;1.4599;9.8286;1233.2846;211.4000;4;198065.5071;5.0000;0.3443;Mini-grid
62;2.0823;6.3248;3202.8063;549.0000;4;514370.6878;1.0000;0.1000;Grid Extension
17133;1.7082;9.9397;78.1741;13.4000;4;12554.7672;3.0000;0.4241;Solar Home System (SHS)
1504;2.7188;6.5991;875.0837;150.0000;4;140538.4393;5.0000;0.3080;Mini-grid
13928;1.0045;10.8340;60.6725;10.4000;4;9743.9985;3.0000;0.4173;Solar Home System (SHS)
5476;1.8769;7.5436;423.5405;72.6000;4;68020.6046;5.0000;0.2570;Mini-grid
8542;1.9957;9.5554;95.6758;16.4000;4;15365.5360;3.0000;0.4326;Solar Home System (SHS)
5892;1.8425;7.7274;99.1762;17.0000;4;15927.6898;3.0000;0.4669;Solar Home System (SHS)
4789;1.9225;7.2655;259.0248;44.4000;4;41599.3780;3.0000;0.4809;Solar Home System (SHS)
16868;3.2322;11.8385;1344.1285;230.4000;4;215867.0427;5.0000;0.2447;Mini-grid
4949;1.8522;7.2360;165.6825;28.4000;4;26608.6112;1.0000;0.1000;Grid Extension
13398;1.3417;10.6882;301.0288;51.6000;4;48345.2231;3.0000;0.4210;Solar Home System (SHS)
5242;2.4146;7.4276;168.0161;28.8000;4;26983.3803;3.0000;0.4884;Solar Home System (SHS)
8492;3.0245;9.5643;180.8506;31.0000;4;29044.6108;3.0000;0.4420;Solar Home System (SHS)
3309;1.9734;6.7301;63.0060;10.8000;4;10118.7676;1.0000;0.0100;Grid Extension
1143;2.7166;6.5658;1988.1901;340.8000;4;319303.3340;5.0000;0.3224;Mini-grid
6615;1.9072;8.1280;280.0268;48.0000;4;44972.3006;3.0000;0.4646;Solar Home System (SHS)
9883;2.3516;7.8056;333.6986;57.2000;4;53591.9915;5.0000;0.2629;Mini-grid
1014;2.5542;6.6650;264.8587;45.4000;4;42536.3010;3.0000;0.4952;Solar Home System (SHS)
9928;2.5892;6.9170;1052.4340;180.4000;4;169020.8963;1.0000;0.1000;Grid Extension
12487;1.0608;10.3407;131.8459;22.6000;4;21174.4582;3.0000;0.4267;Solar Home System (SHS)
11393;2.8999;10.2703;3286.8143;563.4000;4;527862.3779;5.0000;0.2546;Mini-grid
5924;2.4157;7.7602;105.0100;18.0000;4;16864.6127;3.0000;0.4825;Solar Home System (SHS)
6442;2.2309;7.9102;516.8828;88.6000;4;83011.3715;1.0000;0.1000;Grid Extension
8606;1.9508;9.5855;93.3423;16.0000;4;14990.7669;3.0000;0.4308;Solar Home System (SHS)
12761;1.1758;10.4936;144.6805;24.8000;4;23235.6886;3.0000;0.4246;Solar Home System (SHS)
13884;0.9289;10.8320;207.6865;35.6000;4;33354.4563;3.0000;0.4189;Solar Home System (SHS)
5833;2.4960;7.6691;93.3423;16.0000;4;14990.7669;3.0000;0.4842;Solar Home System (SHS)
16456;2.4425;11.4903;141.1802;24.2000;4;22673.5349;3.0000;0.4080;Solar Home System (SHS)
1453;1.9291;6.5823;192.5184;33.0000;4;30918.4566;3.0000;0.4929;Solar Home System (SHS)
4403;2.5013;7.1660;5116.3226;877.0000;4;821681.4083;5.0000;0.2671;Mini-grid
7435;3.0323;9.1293;135.3463;23.2000;4;21736.6119;3.0000;0.4558;Solar Home System (SHS)
7008;1.6429;8.6868;508.7153;87.2000;4;81699.6794;5.0000;0.2882;Mini-grid
9179;2.6360;9.7877;7546.7217;1293.6000;4;1212003.5003;1.0000;0.1000;Grid Extension
6345;2.2789;7.8350;1687.1613;289.2000;4;270958.1109;5.0000;0.2756;Mini-grid
14729;2.8486;10.9871;74.6738;12.8000;4;11992.6135;3.0000;0.4126;Solar Home System (SHS)
14542;2.8261;11.0004;99.1762;17.0000;4;15927.6898;3.0000;0.4120;Solar Home System (SHS)
450;2.1754;6.3938;1151.6101;197.4000;4;184948.5861;5.0000;0.3710;Mini-grid
9168;3.1412;9.7851;123.6785;21.2000;4;19862.7661;3.0000;0.4319;Solar Home System (SHS)
3094;2.2186;6.7135;183.1842;31.4000;4;29419.3800;3.0000;0.4987;Solar Home System (SHS)
13159;1.1017;10.5840;222.8546;38.2000;4;35790.4559;3.0000;0.4229;Solar Home System (SHS)
4361;2.2200;7.1523;114.3443;19.6000;4;18363.6894;3.0000;0.4836;Solar Home System (SHS)
13671;2.0401;10.7305;51.3382;8.8000;4;8244.9218;3.0000;0.4156;Solar Home System (SHS)
4238;2.0787;7.0166;1819.0073;311.8000;4;292132.5691;5.0000;0.3151;Mini-grid
14382;2.3317;10.9395;1082.7702;185.6000;4;173892.8955;5.0000;0.2695;Mini-grid
11396;3.1339;10.2743;63.0060;10.8000;4;10118.7676;3.0000;0.4233;Solar Home System (SHS)
8968;1.6274;9.6848;339.5325;58.2000;4;54528.9144;1.0000;0.1000;Grid Extension
13259;1.0545;10.5987;51.3382;8.8000;4;8244.9218;3.0000;0.4212;Solar Home System (SHS)
4013;2.4098;7.0244;95.6758;16.4000;4;15365.5360;3.0000;0.4946;Solar Home System (SHS)
15328;2.9845;11.2025;72.3403;12.4000;4;11617.8443;1.0000;0.0100;Grid Extension
8468;1.4325;9.5376;47.8379;8.2000;4;7682.7680;3.0000;0.4289;Solar Home System (SHS)
16537;2.5068;11.5630;60.6725;10.4000;4;9743.9985;3.0000;0.4078;Solar Home System (SHS)
8614;3.2268;9.6110;81.6745;14.0000;4;13116.9210;3.0000;0.4350;Solar Home System (SHS)
7558;1.6346;9.1793;423.5405;72.6000;4;68020.6046;5.0000;0.2858;Mini-grid
5395;2.6716;7.4703;63.0060;10.8000;4;10118.7676;3.0000;0.4878;Solar Home System (SHS)
17201;1.3873;9.9517;607.8915;104.2000;4;97627.3692;3.0000;0.4265;Solar Home System (SHS)
12954;3.5702;10.5529;108.5104;18.6000;4;17426.7665;3.0000;0.4199;Solar Home System (SHS)
8384;3.0958;9.5200;57.1721;9.8000;4;9181.8447;3.0000;0.4425;Solar Home System (SHS)
14007;2.0059;10.8556;78.1741;13.4000;4;12554.7672;3.0000;0.4146;Solar Home System (SHS)
14884;1.1282;11.0995;32.6698;5.6000;4;5246.7684;3.0000;0.4166;Solar Home System (SHS)
8495;1.8281;9.5630;147.0141;25.2000;4;23610.4578;1.0000;0.1000;Grid Extension
14248;1.0047;10.7752;99.1762;17.0000;4;15927.6898;3.0000;0.4185;Solar Home System (SHS)
11294;0.9991;10.2911;60.6725;10.4000;4;9743.9985;3.0000;0.4280;Solar Home System (SHS)
10102;1.8102;6.9216;152.8479;26.2000;4;24547.3807;3.0000;0.4803;Solar Home System (SHS)
8225;1.4422;9.4374;51.3382;8.8000;4;8244.9218;3.0000;0.4308;Solar Home System (SHS)
16544;3.4580;11.5640;32.6698;5.6000;4;5246.7684;3.0000;0.4080;Solar Home System (SHS)
5509;2.2423;7.5030;123.6785;21.2000;4;19862.7661;3.0000;0.4820;Solar Home System (SHS)
10617;3.4687;10.0988;890.2518;152.6000;4;142974.4389;5.0000;0.2918;Mini-grid
7172;1.6680;8.9466;39.6705;6.8000;4;6371.0759;3.0000;0.4437;Solar Home System (SHS)
14775;3.7111;11.0644;547.2190;93.8000;4;87883.3707;5.0000;0.2630;Mini-grid
17198;1.3790;9.9488;186.6845;32.0000;4;29981.5337;3.0000;0.4265;Solar Home System (SHS)
16864;3.4180;11.8463;337.1989;57.8000;4;54154.1453;3.0000;0.4065;Solar Home System (SHS)
1132;2.7265;6.5545;129.5124;22.2000;4;20799.6890;3.0000;0.5034;Solar Home System (SHS)
9243;3.1454;9.7328;301.0288;51.6000;4;48345.2231;3.0000;0.4337;Solar Home System (SHS)
12984;0.9949;10.5621;63.0060;10.8000;4;10118.7676;3.0000;0.4222;Solar Home System (SHS)
5172;2.1182;7.4119;171.5164;29.4000;4;27545.5341;3.0000;0.4825;Solar Home System (SHS)
15175;2.3027;11.1082;45.5044;7.8000;4;7307.9988;3.0000;0.4116;Solar Home System (SHS)
9971;2.5517;6.8962;222.8546;38.2000;4;35790.4559;3.0000;0.4984;Solar Home System (SHS)
2981;1.8489;6.8303;66.5064;11.4000;4;10680.9214;3.0000;0.4850;Solar Home System (SHS)
9426;1.6103;9.8712;171.5164;29.4000;4;27545.5341;3.0000;0.4239;Solar Home System (SHS)
8911;3.1407;9.7180;68.8399;11.8000;4;11055.6906;3.0000;0.4348;Solar Home System (SHS)
577;2.0776;6.4796;204.1862;35.0000;4;32792.3025;3.0000;0.4906;Solar Home System (SHS)
7953;1.6359;9.3770;421.2069;72.2000;4;67645.8354;5.0000;0.2529;Mini-grid
4;1.7450;6.2627;2667.2551;457.2000;4;428361.1629;1.0000;0.1000;Grid Extension
14698;3.0015;11.0395;39.6705;6.8000;4;6371.0759;3.0000;0.4132;Solar Home System (SHS)
5149;2.0781;7.4162;183.1842;31.4000;4;29419.3800;1.0000;0.1000;Grid Extension
13088;1.1946;10.4979;51.3382;8.8000;4;8244.9218;3.0000;0.4231;Solar Home System (SHS)
12815;1.3002;10.4692;74.6738;12.8000;4;11992.6135;1.0000;0.0100;Grid Extension
6881;2.5984;8.4250;709.4012;121.6000;4;113929.8281;1.0000;0.1000;Grid Extension
4024;1.7905;7.0264;1765.3355;302.6000;4;283512.8782;1.0000;0.0100;Grid Extension
16555;2.5848;11.5553;51.3382;8.8000;4;8244.9218;3.0000;0.4080;Solar Home System (SHS)
10595;3.4493;10.1058;53.6718;9.2000;4;8619.6909;3.0000;0.4263;Solar Home System (SHS)
7773;2.5855;9.2815;516.8828;88.6000;4;83011.3715;1.0000;0.1000;Grid Extension
2761;1.7458;6.8072;243.8567;41.8000;4;39163.3784;3.0000;0.4839;Solar Home System (SHS)
