X_deg;Y_deg;Pop;GridCellArea;Country;ElecPop;WindVel;GHI;TravelHours;Elevation;ResidentialDemandTierCustom;Slope;NightLights;LandCover;SubstationDist;TransformerDist;CurrentHVLineDist;PlannedHVLineDist;CurrentMVLineDist;PlannedMVLineDist;RoadDist;HydropowerDist;Hydropower;HydropowerFID;IsUrban;PerCapitaDemand;HealthDemand;EducationDemand;AgriDemand;ElectrificationOrder;CommercialDemand;ResidentialDemandTier1;ResidentialDemandTier2;ResidentialDemandTier3;ResidentialDemandTier4;ResidentialDemandTier5;id;Households
0.9160;10.7006;124;0.1230;Benin;0.0000;0.0000;2014;0.7896;155.0000;38.7000;0.4059;0.0000;12;74.2255;9999;74.2653;25.4634;74.2653;25.4634;23.9298;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;14271;24.8000
1.6594;9.8228;95;0.0425;Benin;0.0000;0.0000;1996;0.6172;424.0000;38.7000;0.9173;0.0000;12;15.3244;9999;8.5579;39.4754;8.5579;39.4754;1.7316;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;9331;19.0000
2.2585;7.8960;510;0.0686;Benin;0.0000;0.0000;1788;0.4311;159.0000;38.7000;0.5215;0.0000;10;14.0385;9999;3.9052;82.6361;3.9052;82.6361;3.0982;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;6365;102.0000
2.0265;6.7652;93;0.0226;Benin;0.0000;0.0000;1716;0.6237;10.0000;38.7000;0.2628;0.0000;14;11.1070;9999;6.8230;6.4311;6.8230;6.4311;4.1846;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;2136;18.6000
2.9276;9.3995;75;0.0447;Benin;0.0000;0.0000;1891;0.9243;377.0000;38.7000;1.0728;0.0000;10;37.3546;9999;34.1143;1.5934;34.1143;1.5934;15.9227;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;8292;15.0000
2.7033;7.0232;41;0.0159;Benin;0.0000;0.0000;1690;0.2995;57.0000;38.7000;0.4070;0.0000;9;10.7241;9999;5.3656;31.9381;5.3656;31.9381;2.2265;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;3991;8.2000
1.8930;7.0481;214;0.0808;Benin;0.0000;0.0000;1754;0.4391;68.0000;38.7000;1.0766;0.0000;12;9.8802;9999;18.4696;1.4628;18.4696;1.4628;3.0361;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;3787;42.8000
1.8301;7.5909;412;0.0525;Benin;0.0000;0.0000;1807;1.4350;153.0000;38.7000;0.3738;0.0000;14;44.3733;9999;28.1510;50.1736;28.1510;50.1736;12.6765;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;5727;82.4000
2.6930;7.7486;969;0.3180;Benin;0.0000;0.0000;1735;1.7640;233.0000;38.7000;1.2012;0.0000;10;56.7126;9999;6.1540;95.2866;6.1540;95.2866;6.8726;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;5944;193.8000
1.7421;9.9363;62;0.0217;Benin;0.0000;0.0000;2000;0.3253;394.0000;38.7000;0.2706;0.0000;12;30.2849;9999;22.6086;49.4613;22.6086;49.4613;3.9568;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;17109;12.4000
2.5282;8.8362;113;0.0333;Benin;0.0000;0.0000;1833;0.4409;306.0000;38.7000;0.4045;0.0000;9;8.6257;9999;6.6867;55.2273;6.6867;55.2273;7.8403;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;7084;22.6000
2.3440;11.0885;52;0.0363;Benin;0.0000;0.0000;2057;0.5565;282.0000;38.7000;0.2734;0.0000;12;24.1818;9999;103.9586;25.1584;103.9586;25.1584;9.8447;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;14936;10.4000
3.3481;10.0850;44;0.0237;Benin;0.0000;0.0000;1989;0.3938;348.0000;38.7000;0.8409;0.0000;10;21.8743;9999;68.0384;70.7311;68.0384;70.7311;3.1490;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;10666;8.8000
2.5199;6.9443;240;0.0777;Benin;0.0000;0.0000;1708;0.4253;53.0000;38.7000;1.0240;0.0000;14;21.7081;9999;11.6326;25.5295;11.6326;25.5295;7.3155;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;3572;48.0000
2.0141;6.4817;296;0.0783;Benin;0.0000;0.0000;1764;0.1981;44.0000;38.7000;0.1641;0.0000;10;17.7334;9999;17.3133;17.8251;17.3133;17.8251;0.0000;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;586;59.2000
2.2830;6.7756;70;0.0219;Benin;0.0000;0.0000;1701;0.2929;109.0000;38.7000;1.3447;0.0000;14;29.7988;9999;16.4332;11.4532;16.4332;11.4532;3.6037;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;1867;14.0000
2.5320;11.2312;320;0.1285;Benin;0.0000;0.0000;2065;0.5383;276.0000;38.7000;0.4070;0.0000;12;13.1364;9999;114.6499;3.2525;114.6499;3.2525;6.9343;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;15533;64.0000
2.1644;10.8851;1144;0.3525;Benin;0.0000;0.0000;2052;0.4064;347.0000;38.7000;0.5242;0.0000;10;53.0628;9999;92.5724;54.2204;92.5724;54.2204;0.0000;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;14060;228.8000
2.2065;6.4599;95;0.0642;Benin;0.0000;0.0000;1753;0.1828;22.0000;38.7000;0.2016;0.0000;14;20.4952;9999;5.0785;19.9627;5.0785;19.9627;3.2287;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;266;19.0000
2.5226;11.5752;34;0.0166;Benin;0.0000;0.0000;2081;0.5465;274.0000;38.7000;0.3865;0.0000;12;33.1907;9999;153.0079;32.3372;153.0079;32.3372;0.0624;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;16588;6.8000
2.7636;11.0858;8705;1.0217;Benin;8705.0000;0.0000;2061;0.4737;287.0000;38.7000;0.4943;75.4310;12;17.4996;9999;98.0807;9.9659;98.0807;9.9659;1.6557;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;14921;1741.0000
2.1312;7.5391;62;0.0334;Benin;0.0000;0.0000;1767;0.3824;68.0000;38.7000;0.5871;0.0000;12;28.9497;9999;2.0901;40.5723;2.0901;40.5723;1.7207;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;5465;12.4000
2.7281;9.9656;16070;3.4300;Benin;16070.0000;0.0000;1977;0.0000;382.0000;38.7000;0.2593;96.0926;12;23.0077;9999;0.0000;23.4388;0.0000;23.4388;0.0000;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;17222;3214.0000
1.8295;9.8030;129;0.0823;Benin;0.0000;0.0000;1986;0.5423;370.0000;38.7000;0.5206;0.0000;12;24.2006;9999;20.4220;39.7151;20.4220;39.7151;5.2164;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;9750;25.8000
0.9321;10.2851;52;0.0279;Benin;0.0000;0.0000;1980;1.0552;186.0000;38.7000;0.7122;0.0000;12;51.3009;9999;51.2511;46.1769;51.2511;46.1769;20.3078;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;11424;10.4000
1.6863;7.9472;482;0.0868;Benin;0.0000;0.0000;1846;1.5974;206.0000;38.7000;0.4537;0.0000;9;56.3247;9999;55.7454;92.6664;55.7454;92.6664;2.7511;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;6419;96.4000
1.4348;9.5619;41;0.0139;Benin;0.0000;0.0000;1981;0.3078;411.0000;38.7000;0.7450;0.0000;12;25.1922;9999;15.3757;7.2655;15.3757;7.2655;5.3494;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;8486;8.2000
3.2426;10.1115;52;0.0320;Benin;0.0000;0.0000;1998;0.1143;363.0000;38.7000;0.7003;0.0000;12;20.7041;9999;57.4089;58.8337;57.4089;58.8337;0.9061;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;12645;10.4000
2.8897;10.1749;142;0.0779;Benin;0.0000;0.0000;2001;0.1295;368.0000;38.7000;0.6743;0.0000;12;25.3347;9999;25.1285;19.4714;25.1285;19.4714;0.0993;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;11069;28.4000
1.7394;9.5740;36;0.0339;Benin;0.0000;0.0000;1978;0.8566;409.0000;38.7000;0.6438;0.0000;12;14.5430;9999;4.7221;13.3110;4.7221;13.3110;5.2566;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;8794;7.2000
2.9864;10.4578;62;0.0342;Benin;0.0000;0.0000;2016;1.0528;329.0000;38.7000;0.3699;0.0000;10;43.9495;9999;45.4038;26.3369;45.4038;26.3369;1.4074;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;17083;12.4000
1.4541;9.3083;62;0.0119;Benin;0.0000;0.0000;1959;1.4319;409.0000;38.7000;0.5310;0.0000;10;44.3127;9999;41.9936;20.1175;41.9936;20.1175;2.7507;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;8009;12.4000
2.1615;7.5878;608;0.0966;Benin;0.0000;0.0000;1772;0.6819;99.0000;38.7000;0.4713;0.0000;12;23.0693;9999;0.0000;46.6483;0.0000;46.6483;0.0000;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;5725;121.6000
1.8190;6.7684;320;0.0718;Benin;0.0000;0.0000;1738;0.1273;63.0000;38.7000;1.1134;0.0000;14;15.4702;9999;16.5329;3.0762;16.5329;3.0762;0.3715;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;2281;64.0000
1.7704;9.8985;113;0.0550;Benin;0.0000;0.0000;2001;0.0638;406.0000;38.7000;0.5334;0.0000;13;28.1198;9999;23.0481;49.4938;23.0481;49.4938;0.3700;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;9494;22.6000
2.1768;10.8782;36;0.0290;Benin;0.0000;0.0000;2052;0.4476;341.0000;38.7000;0.3391;0.0000;12;53.2978;9999;91.3769;54.4277;91.3769;54.4277;1.3840;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;14046;7.2000
1.7198;6.7169;88;0.0099;Benin;0.0000;0.0000;1737;0.3924;49.0000;38.7000;0.2768;0.0000;14;5.1144;9999;7.6330;13.1694;7.6330;13.1694;3.7992;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;3050;17.6000
1.8043;6.8379;170;0.0302;Benin;0.0000;0.0000;1753;0.2307;107.0000;219.0000;0.6925;0.0000;14;17.8504;9999;19.2778;2.8270;19.2778;2.8270;2.4502;9999;9999.0000;9999;0;43.8000;0;0;0;0;0;7.7400;43.8000;200;500;750;2546;34.0000
3.0740;9.1592;72;0.0715;Benin;0.0000;0.0000;1870;0.1868;415.0000;38.7000;0.8534;0.0000;10;56.0335;9999;56.2210;31.4841;56.2210;31.4841;46.7538;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;7482;14.4000
0.9262;10.5193;64;0.0784;Benin;0.0000;0.0000;2001;0.2858;186.0000;38.7000;0.6715;0.0000;12;60.8868;9999;60.9320;36.0368;60.9320;36.0368;4.0930;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;12899;12.8000
2.0073;8.2721;224;0.1309;Benin;0.0000;0.0000;1824;1.1746;212.0000;38.7000;0.5518;0.0000;9;51.5146;9999;40.6216;120.6355;40.6216;120.6355;4.4585;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;6747;44.8000
3.7338;10.9894;57;0.0547;Benin;0.0000;0.0000;2047;0.3898;272.0000;38.7000;0.3638;0.0000;12;10.1177;9999;146.2068;82.3596;146.2068;82.3596;3.1122;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;14439;11.4000
2.5021;6.9994;134;0.0205;Benin;0.0000;0.0000;1712;0.5085;20.0000;38.7000;0.3758;0.0000;14;18.9514;9999;15.7993;32.0342;15.7993;32.0342;3.7386;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;4153;26.8000
2.9206;10.0067;39;0.0077;Benin;0.0000;0.0000;1982;0.5885;381.0000;38.7000;0.7947;0.0000;12;25.7098;9999;20.5071;32.0239;20.5071;32.0239;0.6987;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;10296;7.8000
2.7881;10.7758;88;0.0780;Benin;0.0000;0.0000;2048;0.4018;321.0000;38.7000;0.7378;0.0000;12;6.2402;9999;64.8786;3.5758;64.8786;3.5758;1.6647;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;14244;17.6000
2.9886;10.1220;433;0.2927;Benin;0.0000;0.0000;1991;0.0000;375.0000;38.7000;0.2467;0.0000;12;31.7639;9999;31.7414;31.1959;31.7414;31.1959;5.5809;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;12674;86.6000
3.5882;10.8002;354;0.2471;Benin;0.0000;0.0000;2047;0.0570;334.0000;38.7000;0.4913;0.0000;12;15.7403;9999;120.9054;77.1167;120.9054;77.1167;0.0000;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;13868;70.8000
2.5774;11.5822;113;0.0742;Benin;0.0000;0.0000;2077;0.6233;257.0000;38.7000;0.4856;0.0000;12;36.0559;9999;153.1821;34.7990;153.1821;34.7990;6.0032;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;16631;22.6000
2.5918;8.9930;59;0.0165;Benin;59.0000;0.0000;1853;0.5205;324.0000;38.7000;0.4296;100.0000;12;12.6620;9999;3.4254;37.3565;3.4254;37.3565;0.2438;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;7264;11.8000
3.3306;10.1467;147;0.0390;Benin;0.0000;0.0000;1994;0.3792;367.0000;38.7000;0.4468;0.0000;12;15.5037;9999;67.8216;67.7013;67.8216;67.7013;4.0331;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;10883;29.4000
1.4478;9.3821;98;0.0199;Benin;0.0000;0.0000;1964;1.0341;387.0000;38.7000;0.4190;0.0000;10;37.6693;9999;34.4229;12.1291;34.4229;12.1291;1.2036;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;7941;19.6000
1.0960;10.3119;57;0.0614;Benin;0.0000;0.0000;1985;0.7068;210.0000;38.7000;0.5255;0.0000;12;34.1796;9999;34.1847;28.1719;34.1847;28.1719;2.3041;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;12557;11.4000
2.5173;11.5778;44;0.0045;Benin;0.0000;0.0000;2081;0.5660;279.0000;38.7000;0.8430;0.0000;12;33.2957;9999;153.3812;32.4669;153.3812;32.4669;0.3303;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;16597;8.8000
2.3044;8.0468;420;0.1501;Benin;0.0000;0.0000;1787;0.2586;176.0000;38.7000;0.1334;0.0000;10;30.8510;9999;10.7778;100.0246;10.7778;100.0246;4.6031;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;6569;84.0000
2.2576;7.2058;88;0.0330;Benin;0.0000;0.0000;1756;0.2596;79.0000;38.7000;0.7285;0.0000;12;20.4450;9999;0.5663;24.7517;0.5663;24.7517;0.2155;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;4827;17.6000
2.7405;9.5092;168;0.1272;Benin;0.0000;0.0000;1911;0.3336;376.0000;38.7000;0.2306;0.0000;10;25.1508;9999;12.8767;14.9167;12.8767;14.9167;4.5686;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;8429;33.6000
2.1569;11.2369;124;0.0812;Benin;0.0000;0.0000;2060;0.8254;299.0000;38.7000;0.0978;0.0000;10;29.7448;9999;126.9842;31.2636;126.9842;31.2636;15.8786;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;15480;24.8000
1.7659;9.5606;90;0.0398;Benin;0.0000;0.0000;1976;0.9953;401.0000;38.7000;0.8219;0.0000;12;17.7170;9999;3.6388;12.2380;3.6388;12.2380;4.1476;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;8488;18.0000
1.8161;7.0348;119;0.0402;Benin;0.0000;0.0000;1775;0.3328;180.0000;38.7000;0.4408;0.0000;12;2.0063;9999;20.6539;1.2620;20.6539;1.2620;0.0338;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;3998;23.8000
0.9253;10.3984;34;0.0224;Benin;0.0000;0.0000;1987;0.4314;177.0000;38.7000;0.3788;0.0000;12;55.0281;9999;55.0605;42.6998;55.0605;42.6998;8.6215;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;11991;6.8000
1.9956;9.6054;235;0.2504;Benin;0.0000;0.0000;1965;0.7566;374.0000;38.7000;0.2877;0.0000;12;38.4271;9999;11.0621;20.5586;11.0621;20.5586;2.6443;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;8641;47.0000
2.1024;6.5586;2897;0.9304;Benin;2897.0000;0.0000;1713;0.3570;61.0000;38.7000;0.3065;97.0771;14;13.2683;9999;3.8757;6.6732;3.8757;6.6732;2.4584;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;1176;579.4000
1.5956;10.1398;85;0.0153;Benin;0.0000;0.0000;2010;0.9994;369.0000;38.7000;1.8555;0.0000;12;21.7338;9999;14.8070;23.5246;14.8070;23.5246;0.0320;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;10776;17.0000
2.3171;11.1019;23;0.0064;Benin;0.0000;0.0000;2060;0.4405;295.0000;38.7000;0.4179;0.0000;12;24.1638;9999;106.4074;25.2844;106.4074;25.2844;6.7179;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;14907;4.6000
0.9552;10.4460;387;0.3637;Benin;0.0000;0.0000;1991;0.3213;199.0000;38.7000;0.4095;0.0000;12;53.7878;9999;53.8345;37.5391;53.8345;37.5391;4.0674;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;12102;77.4000
3.2447;9.7676;186;0.0829;Benin;0.0000;0.0000;1971;0.9402;479.0000;38.7000;0.6561;0.0000;10;17.9229;9999;56.3672;34.6818;56.3672;34.6818;0.0000;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;9201;37.2000
1.9244;6.7785;64;0.0096;Benin;0.0000;0.0000;1720;0.4532;53.0000;38.7000;0.4613;0.0000;14;17.6684;9999;10.7864;2.8288;10.7864;2.8288;9.6276;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;1925;12.8000
2.2056;7.3787;44;0.0105;Benin;0.0000;0.0000;1746;0.6036;71.0000;38.7000;0.8503;0.0000;12;26.7972;9999;14.6306;28.6006;14.6306;28.6006;14.1616;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;5101;8.8000
0.9804;10.3889;103;0.1273;Benin;0.0000;0.0000;1980;0.5668;226.0000;38.7000;5.5695;0.0000;12;48.8966;9999;48.9381;37.1851;48.9381;37.1851;10.6484;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;11913;20.6000
2.4980;11.2270;95;0.1082;Benin;0.0000;0.0000;2068;0.4894;294.0000;38.7000;0.4252;0.0000;12;10.3121;9999;114.7265;4.9953;114.7265;4.9953;9.2351;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;15525;19.0000
1.9758;6.6971;407;0.0819;Benin;0.0000;0.0000;1714;0.5506;28.0000;38.7000;0.2075;0.0000;14;7.4529;9999;0.0410;0.0000;0.0410;0.0000;4.8260;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;937;81.4000
2.7500;8.9272;54;0.0418;Benin;0.0000;0.0000;1832;0.8626;309.0000;38.7000;0.7017;0.0000;9;17.6648;9999;18.9177;47.5062;18.9177;47.5062;5.6099;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;7405;10.8000
2.5952;7.0150;36;0.0092;Benin;0.0000;0.0000;1707;0.1011;45.0000;38.7000;0.7998;0.0000;14;10.6234;9999;6.4419;30.9925;6.4419;30.9925;5.9818;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;4220;7.2000
1.6386;9.2525;106;0.0194;Benin;0.0000;0.0000;1944;1.3911;388.0000;38.7000;0.4190;0.0000;9;45.5441;9999;39.4641;23.4177;39.4641;23.4177;8.9516;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;7667;21.2000
1.9757;10.7541;54;0.0404;Benin;0.0000;0.0000;2036;0.5182;313.0000;38.7000;0.1353;0.0000;12;63.9389;9999;86.0492;78.5541;86.0492;78.5541;5.9582;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;13694;10.8000
2.3905;6.4687;24246;2.7711;Benin;0.0000;0.0000;1781;0.0000;1.0000;38.7000;0.0309;0.0000;11;9.6805;9999;6.1804;23.4769;6.1804;23.4769;2.0720;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;530;4849.2000
2.5384;11.0987;217;0.2094;Benin;0.0000;0.0000;2053;1.0093;252.0000;38.7000;0.2341;0.0000;12;24.4424;9999;99.9539;16.9474;99.9539;16.9474;19.5259;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;14895;43.4000
1.9916;9.7882;175;0.1177;Benin;0.0000;0.0000;1984;0.2910;367.0000;38.7000;0.3187;0.0000;12;39.3503;9999;30.1422;40.6366;30.1422;40.6366;5.7141;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;9178;35.0000
2.6451;10.4294;59;0.0572;Benin;0.0000;0.0000;2023;0.4834;328.0000;38.7000;0.3332;0.0000;12;24.8862;9999;24.8625;10.4699;24.8625;10.4699;9.4981;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;12106;11.8000
2.4279;11.2292;21;0.0159;Benin;0.0000;0.0000;2073;0.1151;311.0000;38.7000;0.4386;0.0000;12;6.8978;9999;116.5728;7.3013;116.5728;7.3013;4.8480;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;15521;4.2000
1.4178;9.4274;46;0.0030;Benin;0.0000;0.0000;1966;0.7434;382.0000;38.7000;0.5941;0.0000;10;35.7991;9999;29.0255;7.6579;29.0255;7.6579;0.3988;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;8110;9.2000
2.7445;10.9668;44;0.0293;Benin;0.0000;0.0000;2056;0.3883;302.0000;38.7000;0.3991;0.0000;12;18.2628;9999;85.0161;14.4797;85.0161;14.4797;13.1578;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;14413;8.8000
1.7490;6.9940;95;0.0170;Benin;0.0000;0.0000;1773;0.3487;213.0000;38.7000;0.7082;0.0000;14;8.0651;9999;16.9167;1.1442;16.9167;1.1442;1.1914;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;4105;19.0000
1.7564;9.7111;724;0.2420;Benin;0.0000;0.0000;1986;0.4852;408.0000;38.7000;0.3244;0.0000;12;12.2337;9999;7.4596;28.3317;7.4596;28.3317;0.0000;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;8890;144.8000
2.8601;10.3270;36;0.0053;Benin;0.0000;0.0000;2012;0.7272;328.0000;38.7000;0.4083;0.0000;12;25.8857;9999;25.8164;13.9920;25.8164;13.9920;12.7522;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;12601;7.2000
1.9810;6.3654;495;0.0798;Benin;0.0000;0.0000;1817;0.1551;6.0000;219.0000;0.5954;0.0000;14;11.5106;9999;29.4815;30.2138;29.4815;30.2138;2.9373;9999;9999.0000;9999;0;43.8000;0;0;0;0;0;7.7400;43.8000;200;500;750;158;99.0000
3.1126;9.6091;80;0.0705;Benin;0.0000;0.0000;1924;0.3203;393.0000;38.7000;0.4257;0.0000;10;23.5424;9999;46.9945;15.5566;46.9945;15.5566;9.3094;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;8650;16.0000
1.6543;6.9843;119;0.0211;Benin;0.0000;0.0000;1772;0.3325;161.0000;219.0000;1.8544;0.0000;14;5.3845;9999;6.9017;5.5062;6.9017;5.5062;0.1037;9999;9999.0000;9999;0;43.8000;0;0;0;0;0;7.7400;43.8000;200;500;750;3485;23.8000
2.1652;6.4085;57;0.0641;Benin;0.0000;0.0000;1790;0.2868;16.0000;38.7000;0.3610;0.0000;14;22.9540;9999;12.3205;24.7141;12.3205;24.7141;2.8879;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;495;11.4000
1.8523;6.5421;1224;0.4673;Benin;0.0000;0.0000;1719;0.0987;56.0000;219.0000;0.6037;0.0000;12;4.0295;9999;6.1951;6.2346;6.1951;6.2346;1.8796;9999;9999.0000;9999;0;43.8000;0;0;0;0;0;7.7400;43.8000;200;500;750;1289;244.8000
2.2027;6.6148;85;0.0226;Benin;0.0000;0.0000;1698;0.1746;72.0000;219.0000;0.8335;0.0000;14;19.0361;9999;7.2268;3.0388;7.2268;3.0388;2.8156;9999;9999.0000;9999;0;43.8000;0;0;0;0;0;7.7400;43.8000;200;500;750;1477;17.0000
3.0930;9.5703;95;0.0630;Benin;0.0000;0.0000;1918;0.3149;403.0000;38.7000;0.5385;0.0000;10;26.3216;9999;46.4467;11.9457;46.4467;11.9457;11.8475;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;8509;19.0000
1.8531;7.1240;54;0.0094;Benin;0.0000;0.0000;1752;0.6984;74.0000;38.7000;0.7455;0.0000;12;10.3367;9999;10.5083;7.7936;10.5083;7.7936;2.6133;9999;9999.0000;9999;0;7.7400;0;0;0;0;0;7.7400;43.8000;200;500;750;4587;10.8000
